<<<<<<< HEAD
Features,Genre
=======
Features,Genre
>>>>>>> d611a1fd00bf27a9e031616257a59f9cf9a936fa
"[-2.08972672e+02  5.11535034e+01 -3.13121853e+01  3.45283508e+00
 -1.89232445e+01  1.54020631e+00 -1.36420355e+01 -7.69473791e+00
 -1.24905462e+01  3.86563230e+00 -3.68172526e+00 -7.55052149e-01
 -2.51447105e+00  2.50579327e-01  2.30240643e-01  2.66371727e-01
  3.36220652e-01  3.68254095e-01  2.77568817e-01  2.88735807e-01
  2.28088751e-01  2.58606821e-01  2.61224598e-01  2.71722317e-01
  3.68063688e-01  9.43471253e-01  2.52585125e+00  2.89790320e+00
  4.03456593e+00  6.16363001e+00  3.06295824e+00  1.92187178e+00
  1.82600582e+00  1.69728959e+00  1.59336722e+00  1.13445139e+00
  1.68350697e+00  3.67483258e+00  3.65666652e+00  2.88670468e+00
  2.63090110e+00  7.65317726e+00  3.20001078e+00  5.80219030e+00
  4.70514011e+00  3.39685178e+00  2.47572041e+00  3.41489911e+00
  4.69163656e+00  1.02278728e+01  1.01047697e+01  3.27930975e+00
  1.05147495e+01  6.48264408e+00  2.90567327e+00  1.61682510e+00
  2.05243659e+00  2.24910855e+00  1.81978488e+00  1.83644164e+00
  2.68096733e+00  3.23318076e+00  5.80432940e+00  4.57057762e+00
  1.95244062e+00  8.93826246e-01  1.19852889e+00  1.54096591e+00
  9.81540143e-01  1.29172277e+00  2.68201900e+00  2.81648231e+00
  2.22435594e+00  2.73799920e+00  3.68334389e+00  2.19275880e+00
  8.70424092e-01  1.10784340e+00  1.04791868e+00  6.95345461e-01
  7.19810605e-01  1.51119363e+00  1.46413803e+00  6.45371974e-01
  6.08115375e-01  5.58830321e-01  3.76027197e-01  2.29137108e-01
  4.25899357e-01  2.83135146e-01  1.33956820e-01  1.58349082e-01
  2.04591125e-01  2.26468250e-01  2.27099344e-01  1.94058269e-01
  2.16322526e-01  2.40026519e-01  2.08858147e-01  2.41389453e-01
  1.93296269e-01  1.34309560e-01  1.38927341e-01  1.90534875e-01
  1.94931015e-01  1.48367688e-01  1.35997504e-01  9.75715220e-02
  1.08781278e-01  1.25563607e-01  1.74975693e-01  1.94988936e-01
  1.96712926e-01  1.49846151e-01  1.87406585e-01  1.52138039e-01
  8.53472054e-02  6.36844113e-02  6.15278296e-02  6.87397495e-02
  4.85274233e-02  5.74122444e-02  6.49942309e-02  4.42057028e-02
  4.03555855e-02  5.58955260e-02  5.46595082e-02  7.31105804e-02
  5.87307252e-02  5.09881526e-02  4.00289968e-02  3.24700288e-02
  2.66267825e-02  2.73166392e-02  2.79776864e-02  2.64665447e-02
  2.14320514e-02  2.20254790e-02  2.77920794e-02  3.42534557e-02
  1.93231422e-02  1.95802022e-02  1.24836219e-02  1.14031946e-02
  1.09552583e-02  7.90348556e-03  5.29586105e-03  5.62059321e-03
  4.14900295e-03  4.77783801e-03  7.17612542e-03  4.68344148e-03
<<<<<<< HEAD
  3.02547007e-04]",beats
=======
  3.02547007e-04]",beats
>>>>>>> d611a1fd00bf27a9e031616257a59f9cf9a936fa
"[-1.46441071e+02  1.09485924e+02 -2.44730244e+01  1.65137367e+01
 -3.81247282e+00  1.55618258e+01  8.79800797e-01  4.84576225e+00
 -5.68815851e+00  4.16846609e+00  3.74618936e+00  8.60745239e+00
 -5.35270834e+00  1.87910303e-01  2.59467691e-01  3.59534383e-01
  5.60390115e-01  4.05986965e-01  2.93023080e-01  3.15799117e-01
  2.52822608e-01  2.12317899e-01  2.06447855e-01  3.46135736e-01
  2.59157032e-01  2.02476665e-01  7.91119576e+00  1.88703003e+01
  8.31764412e+00  1.03494978e+01  1.26913643e+01  3.19799924e+00
  2.79561186e+00  2.97273779e+00  1.19570804e+00  4.56275558e+00
  6.14644527e+00  2.37779474e+00  3.49984694e+00  2.38855529e+00
  4.01970816e+00  4.96034336e+00  8.01191235e+00  4.08121777e+00
  2.63557720e+00  6.43474865e+00  8.52860355e+00  2.86104279e+01
  3.30476837e+01  1.56339655e+01  8.71233082e+00  6.28255081e+00
  1.04363670e+01  1.14549999e+01  9.37648582e+00  7.16168451e+00
  7.62122393e+00  2.64665127e+00  2.53754020e+00  1.23770628e+01
  1.74504642e+01  7.05296278e+00  6.67372084e+00  4.31433153e+00
  3.55355072e+00  4.16097355e+00  6.94550657e+00  3.42572689e+00
  4.98804474e+00  4.54608870e+00  7.07634497e+00  6.91908264e+00
  5.21285868e+00  5.27413607e+00  6.95931005e+00  8.87154102e+00
  6.76899004e+00  6.03820753e+00  5.75923347e+00  3.57680750e+00
  1.38845682e+00  1.71979177e+00  7.32724488e-01  3.64230543e-01
  3.13146174e-01  8.28275800e-01  7.13548779e-01  5.03227115e-01
  4.26594645e-01  4.32235003e-01  3.33927780e-01  3.06485742e-01
  3.90622109e-01  3.47726613e-01  3.94973248e-01  3.71735096e-01
  9.26414728e-01  6.76637650e-01  5.45207560e-01  3.26881140e-01
  2.69656211e-01  2.24400505e-01  2.09423259e-01  2.07680002e-01
  2.32995138e-01  1.52802572e-01  9.87728313e-02  1.62992656e-01
  1.42860442e-01  7.41987228e-02  7.43338540e-02  1.04789756e-01
  8.55630398e-01  3.23366493e-01  9.64520723e-02  9.95880961e-02
